Transaction Date and Time,Transaction Amount,Cardholder Name,Merchant Name,Transaction Source,Merchant Category Code (MCC),Transaction Location (City or ZIP Code),Transaction Currency,Card Type,Card Expiration Date,Previous Transactions,IP Address,Device Information,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,outlier_flag
03-09-2023,2850.74,Mannat Kumer,Chaudhuri-Kala,In-Person,7537.0,Katni,USD,MasterCard,01-09-2024,2,198.248.40.115,Mobile,,,,,,,,0
01-12-2021,4167.43,Jayant Suri,"Bhardwaj, Kakar and Shankar",In-Person,2607.0,Gulbarga,USD,Visa,01-05-2025,,199.54.152.63,Desktop,,,,,,,,0
10-06-2021,573.53,Rania Jaggi,Chandran and Sons,In-Person,3692.0,Kollam,USD,MasterCard,01-09-2027,3 or more,130.224.65.3,Mobile,,,,,,,,0
06-01-2023,392.06,Mahika Soman,Dutt-Iyengar,Online,3821.0,Udupi,EUR,MasterCard,01-12-2026,,103.66.34.31,Mobile,,,,,,,,0
26-05-2023,4613.88,Yuvraj  Bahri,Krish LLC,In-Person,5137.0,Thoothukudi,USD,Visa,01-07-2029,,217.93.76.197,Mobile,,,,,,,,0
16-08-2021,2312.48,Zeeshan Rastogi,Kota Inc,Online,7955.0,Burhanpur,USD,Visa,01-04-2028,1,199.161.62.113,Mobile,,,,,,,,0
11-02-2020,1941.96,Indranil Koshy,Sood Inc,Online,5585.0,Mathura,EUR,American Express,01-11-2026,1,150.118.101.195,Desktop,,,,,,,,0
10-12-2021,4327.38,Ivan Chauhan,"Sridhar, Bandi and Srinivasan",In-Person,3206.0,Agra,USD,Visa,01-03-2029,1,119.134.177.190,Tablet,,,,,,,,0
04-05-2022,2008.59,Ranbir Ranganathan,Shukla PLC,In-Person,3790.0,Patiala,EUR,Visa,01-01-2029,1,159.233.176.70,Desktop,,,,,,,,0
10-02-2022,2330.88,Ayesha Mannan,Kade-Dua,In-Person,7587.0,Gulbarga,INR,American Express,01-06-2025,3 or more,173.132.67.133,Tablet,,,,,,,,0
25-04-2020,196.8,Dhruv Kashyap,Basu-Bhandari,In-Person,4558.0,Asansol,USD,MasterCard,01-04-2030,2,85.21.114.161,Mobile,,,,,,,,0
13-01-2021,4084.05,Aarush Basu,Chadha Group,Online,1047.0,Madurai,USD,Visa,01-08-2024,3 or more,199.95.36.3,Desktop,,,,,,,,0
12-04-2022,293.13,Lakshit Som,"Sodhi, Babu and Yogi",In-Person,5748.0,Saharanpur,EUR,MasterCard,01-10-2028,1,151.169.190.23,Tablet,,,,,,,,0
29-11-2020,3890.22,Abram Doshi,"Sha, Hari and Shanker",In-Person,9814.0,Bhavnagar,EUR,Visa,01-04-2029,3 or more,213.90.84.70,Desktop,,,,,,,,0
26-06-2023,306.86,Raghav Toor,Goda-Singhal,Online,6265.0,Patna,EUR,MasterCard,01-03-2033,,136.192.176.105,Mobile,,,,,,,,0
23-09-2020,4414.73,Jayesh Dada,Wali-Sule,Online,1734.0,Mathura,EUR,MasterCard,01-02-2025,2,110.171.207.24,Tablet,,,,,,,,0
28-10-2020,4795.11,Badal Apte,Chowdhury Inc,In-Person,5894.0,Chapra,USD,American Express,01-05-2026,1,181.170.44.250,Tablet,,,,,,,,0
04-06-2023,3635.56,Anahi Lall,Balan Inc,In-Person,1428.0,Bally,INR,MasterCard,01-10-2027,2,213.87.160.18,Tablet,,,,,,,,0
25-07-2020,1574.09,Vanya Talwar,Vasa-Mani,Online,1462.0,Warangal,INR,MasterCard,01-05-2027,1,23.90.197.35,Mobile,,,,,,,,0
15-06-2023,614.39,Tara Srivastava,Madan Ltd,In-Person,9879.0,South Dumdum,EUR,Visa,01-04-2031,,220.194.166.240,Tablet,,,,,,,,0
07-11-2020,2420.61,Kavya Lall,Bhasin-Chatterjee,Online,8914.0,Kamarhati,INR,MasterCard,01-09-2028,1,142.29.40.133,Tablet,,,,,,,,0
17-03-2021,4910.41,Dhruv Datta,Saini PLC,Online,3413.0,Chandigarh,USD,MasterCard,01-11-2023,1,169.57.95.246,Desktop,,,,,,,,0
08-04-2020,761.4,Gokul Ganesan,Aurora-Banik,Online,6469.0,Durgapur,INR,MasterCard,01-05-2031,2,145.51.38.21,Tablet,,,,,,,,0
16-07-2023,280.67,Khushi Rajan,Garg-Kala,Online,1088.0,Sagar,EUR,Visa,01-09-2026,1,39.241.176.237,Desktop,,,,,,,,0
02-01-2020,2892.69,Divyansh Sodhi,"Manne, Sarraf and Ratti",In-Person,9874.0,Sirsa,INR,Visa,01-03-2028,3 or more,69.72.150.194,Desktop,,,,,,,,0
30-03-2022,3667.04,Samaira Vohra,Som-Rajagopalan,In-Person,8095.0,Gandhinagar,USD,Visa,01-08-2027,1,219.217.184.223,Tablet,,,,,,,,0
11-06-2020,4012.29,Renee Ben,"Vala, Kala and Buch",In-Person,9301.0,Sultan Pur Majra,USD,American Express,01-05-2030,,219.231.190.51,Tablet,,,,,,,,0
14-11-2021,4522.57,Nayantara Sem,"Verma, Rama and Ahuja",In-Person,1960.0,Madhyamgram,EUR,American Express,01-07-2032,1,163.234.163.167,Desktop,,,,,,,,0
27-01-2021,726.66,Zara Bahri,Kalla-Kothari,In-Person,8581.0,Tiruvottiyur,EUR,American Express,01-12-2032,3 or more,123.199.48.152,Desktop,,,,,,,,0
12-08-2021,1338.25,Dhruv Grewal,"Bera, Gulati and Sridhar",Online,3610.0,Darbhanga,USD,Visa,01-06-2031,3 or more,75.16.208.92,Tablet,,,,,,,,0
06-03-2021,2248.69,Yakshit Ravel,"Bansal, Soni and Srinivas",Online,9118.0,Sambalpur,USD,American Express,01-11-2032,3 or more,216.51.129.243,Tablet,,,,,,,,0
24-11-2022,3385.56,Elakshi Lal,Yohannan-Balasubramanian,In-Person,3397.0,Jodhpur,INR,American Express,01-06-2033,2,137.98.220.49,Mobile,,,,,,,,0
03-10-2022,2101.82,Diya Choudhary,Bir Inc,In-Person,8744.0,Srinagar,USD,Visa,01-02-2027,3 or more,82.27.6.228,Mobile,,,,,,,,0
07-05-2022,2905.91,Rhea Dhar,Biswas Ltd,In-Person,7906.0,Madurai,INR,MasterCard,01-05-2031,2,207.21.170.61,Mobile,,,,,,,,0
28-11-2022,2521.35,Rasha Kata,Kapadia Group,In-Person,1163.0,Madanapalle,EUR,American Express,01-07-2031,1,215.62.180.121,Desktop,,,,,,,,0
23-04-2022,3475.44,Lagan Biswas,Raval PLC,In-Person,7576.0,Satara,INR,MasterCard,01-03-2029,3 or more,212.77.73.87,Desktop,,,,,,,,0
12-07-2020,4112.22,Kiaan Shankar,Hari LLC,In-Person,2958.0,Sikar,USD,American Express,01-05-2026,2,156.172.23.42,Desktop,,,,,,,,0
02-10-2020,2693.07,Jayan Malhotra,Jayaraman-Chana,Online,3644.0,Bareilly,USD,American Express,01-12-2029,2,184.108.126.199,Mobile,,,,,,,,0
06-03-2021,1100.62,Vanya Lall,Bahri Group,Online,2351.0,Kota,INR,American Express,01-06-2030,3 or more,166.166.96.102,Desktop,,,,,,,,0
05-11-2022,4692.5,Aaryahi Madan,Divan LLC,In-Person,4516.0,Ballia,EUR,American Express,01-07-2029,3 or more,82.123.236.87,Mobile,,,,,,,,0
23-12-2022,4587.09,Nitya Babu,Bumb-Dixit,Online,4750.0,Shivpuri,EUR,American Express,01-08-2028,3 or more,213.200.119.239,Mobile,,,,,,,,0
06-08-2022,4515.69,Darshit Talwar,Sankar Ltd,Online,9361.0,Jhansi,EUR,American Express,01-03-2030,2,175.127.209.61,Tablet,,,,,,,,0
20-10-2022,935.51,Faiyaz Seshadri,"Bains, Kumar and Bail",In-Person,6251.0,Ratlam,INR,American Express,01-04-2028,1,142.114.138.170,Mobile,,,,,,,,0
12-10-2022,3360.68,Indrajit Kashyap,Bala-Deo,In-Person,5085.0,Varanasi,USD,Visa,01-09-2029,,220.173.110.1,Mobile,,,,,,,,0
28-10-2022,1250.13,Jayesh Tripathi,Tella Group,In-Person,3400.0,Sirsa,INR,MasterCard,01-02-2025,2,162.66.181.125,Tablet,,,,,,,,0
07-09-2023,2903.48,Mehul Acharya,Kashyap-Ravi,Online,5302.0,Sambhal,EUR,American Express,01-08-2025,3 or more,8.109.123.126,Desktop,,,,,,,,0
27-03-2020,2386.15,Prisha Krish,Mahajan-Tella,In-Person,4651.0,Surat,USD,American Express,01-01-2032,3 or more,120.52.241.176,Tablet,,,,,,,,0
18-03-2023,3067.04,Rati Date,"Sathe, Sabharwal and Korpal",Online,4314.0,Shimoga,USD,Visa,01-08-2027,3 or more,135.17.194.108,Mobile,,,,,,,,0
06-12-2021,1961.32,Kiara Kara,Tara Inc,Online,8277.0,Tinsukia,EUR,American Express,01-11-2023,1,200.240.71.92,Mobile,,,,,,,,0
21-08-2022,4586.48,Miraya Magar,"Kurian, Rout and Shere",In-Person,9729.0,Burhanpur,USD,American Express,01-03-2028,2,195.253.189.81,Desktop,,,,,,,,0
21-06-2021,4359.06,Ranbir Garg,Balan-Dani,In-Person,8865.0,Kolkata,USD,Visa,01-06-2030,,183.149.2.217,Mobile,,,,,,,,0
15-09-2021,943.32,Urvi Dara,Chahal-Acharya,Online,2033.0,Nagpur,INR,MasterCard,01-10-2029,3 or more,180.192.215.178,Desktop,,,,,,,,0
03-11-2020,1044.13,Charvi Iyer,Vaidya-Mangat,Online,9860.0,Saharanpur,USD,MasterCard,01-03-2029,1,206.50.231.153,Desktop,,,,,,,,0
17-12-2021,2543.69,Lakshit Manda,Kar Inc,Online,2166.0,Purnia,EUR,American Express,01-05-2031,2,211.149.5.122,Desktop,,,,,,,,0
03-08-2020,1651.21,Baiju Kala,"Swaminathan, Sidhu and Garde",In-Person,3683.0,Bhiwani,USD,Visa,01-05-2026,,192.5.26.158,Mobile,,,,,,,,0
02-11-2020,1695.42,Jhanvi D’Alia,Sharaf LLC,In-Person,2233.0,Bhagalpur,INR,Visa,01-08-2026,3 or more,172.237.13.23,Tablet,,,,,,,,0
25-07-2021,2303.62,Lakshay Vala,Shetty and Sons,Online,5190.0,Mango,USD,Visa,01-06-2031,,27.18.173.243,Mobile,,,,,,,,0
18-12-2022,423.01,Samar Kapoor,Bhatti-Bhatt,In-Person,8121.0,Kochi,EUR,American Express,01-01-2033,1,211.215.220.118,Tablet,,,,,,,,0
04-02-2022,4852.14,Jivika Grewal,Varma and Sons,In-Person,8580.0,Tiruppur,EUR,Visa,01-02-2024,1,38.214.7.220,Desktop,,,,,,,,0
05-09-2022,4453.61,Shaan Kaur,Dhar LLC,Online,8080.0,Korba,USD,American Express,01-05-2030,3 or more,211.20.91.19,Tablet,,,,,,,,0
24-09-2022,74.08,Divit Tailor,Deo-Tara,In-Person,5768.0,Tadepalligudem,INR,MasterCard,01-12-2029,3 or more,30.223.108.112,Mobile,,,,,,,,0
27-10-2021,4075.43,Veer Bhat,Mahal-Dora,In-Person,6732.0,Proddatur,INR,American Express,01-02-2030,1,128.176.5.243,Desktop,,,,,,,,0
26-04-2022,3760.47,Shayak Vyas,Dewan-Kari,In-Person,2460.0,Chittoor,INR,Visa,01-05-2030,2,161.75.221.206,Tablet,,,,,,,,0
25-06-2023,2039.92,Jayant Gill,Salvi-Halder,In-Person,7912.0,Rajkot,INR,MasterCard,01-12-2027,,13.117.230.45,Mobile,,,,,,,,0
15-11-2021,707.48,Saanvi Jha,Dhar Ltd,In-Person,5357.0,Cuttack,USD,American Express,01-06-2033,3 or more,204.161.193.43,Mobile,,,,,,,,0
16-03-2020,2766.85,Gokul Bhakta,Sahni-Solanki,In-Person,7406.0,Gopalpur,INR,MasterCard,01-10-2029,1,99.233.133.38,Mobile,,,,,,,,0
11-09-2020,3563.06,Trisha Kala,Bajaj-Dar,Online,1956.0,Jehanabad,INR,MasterCard,01-07-2032,3 or more,130.137.84.249,Mobile,,,,,,,,0
06-12-2021,3986.34,Purab Ravi,Badami PLC,Online,9766.0,Hindupur,EUR,Visa,01-01-2027,3 or more,55.215.190.63,Mobile,,,,,,,,0
17-02-2023,3055.6,Aniruddh Arora,Reddy-Bali,In-Person,8466.0,Baranagar,USD,American Express,01-10-2032,1,201.159.214.69,Mobile,,,,,,,,0
02-10-2022,3151.11,Fateh Chaudhuri,"Majumdar, Chahal and Magar",In-Person,4885.0,Navi Mumbai,INR,Visa,01-08-2031,,170.150.145.92,Desktop,,,,,,,,0
22-09-2021,2444.42,Aaryahi Dhawan,"Bala, Anne and Mannan",In-Person,7460.0,Bhalswa Jahangir Pur,USD,Visa,01-02-2024,1,20.171.191.45,Tablet,,,,,,,,0
12-02-2020,257.76,Aarush Thakkar,Sabharwal Ltd,Online,7288.0,Raurkela Industrial Township,EUR,MasterCard,01-09-2026,,191.134.118.6,Tablet,,,,,,,,0
21-03-2021,1654.68,Rohan Wali,"Chad, Barad and Tandon",In-Person,6049.0,Kolhapur,EUR,Visa,01-05-2030,,101.3.140.53,Mobile,,,,,,,,0
13-02-2021,938.37,Rati Saha,Badami Group,Online,1009.0,Jalandhar,EUR,MasterCard,01-06-2031,3 or more,35.81.210.220,Mobile,,,,,,,,0
05-12-2022,1502.29,Pranay Chadha,"Handa, Lanka and Rege",Online,1380.0,Bikaner,USD,American Express,01-07-2031,,218.173.252.243,Desktop,,,,,,,,0
21-01-2020,4429.14,Hunar Banerjee,"Rana, Goda and Loke",Online,9110.0,Nanded,INR,Visa,01-09-2031,2,38.49.87.120,Desktop,,,,,,,,0
02-09-2020,4286.92,Rati Konda,Bir Group,Online,3073.0,Chandrapur,INR,American Express,01-03-2024,3 or more,219.27.147.57,Desktop,,,,,,,,0
15-09-2022,1986.56,Taran Dugar,Jayaraman-Goyal,Online,6669.0,Ratlam,INR,Visa,01-08-2033,,151.70.205.21,Mobile,,,,,,,,0
09-09-2022,384.36,Aarna Lad,"Kuruvilla, Sharaf and Ram",In-Person,4232.0,Durgapur,USD,Visa,01-10-2031,3 or more,190.146.89.71,Tablet,,,,,,,,0
03-01-2020,4766.09,Alia Randhawa,Mangal Ltd,Online,6839.0,Gorakhpur,USD,Visa,01-10-2024,3 or more,144.174.46.159,Tablet,,,,,,,,0
26-03-2023,3376.89,Ritvik Verma,"Bansal, Bir and Varughese",Online,5571.0,Sri Ganganagar,USD,Visa,01-08-2031,1,175.86.44.142,Mobile,,,,,,,,0
02-11-2020,4753.64,Nishith Shah,Sekhon-Hayre,Online,2791.0,Pimpri-Chinchwad,USD,Visa,01-02-2029,1,190.113.244.187,Desktop,,,,,,,,0
01-04-2023,1168.76,Divit Chand,"Goswami, Malhotra and Choudhary",Online,8715.0,Yamunanagar,INR,Visa,01-01-2029,1,204.157.251.97,Tablet,,,,,,,,0
03-12-2020,2765.39,Onkar Raj,Shan PLC,Online,9450.0,Patna,EUR,Visa,01-04-2028,2,208.74.119.226,Tablet,,,,,,,,0
27-07-2020,3887.26,Neelofar Madan,"Swamy, Ganesh and Chandran",Online,6580.0,Thoothukudi,EUR,American Express,01-04-2025,3 or more,94.140.55.77,Desktop,,,,,,,,0
05-12-2021,2448.98,Krish Saran,Handa-Babu,Online,8866.0,Begusarai,INR,Visa,01-05-2032,2,47.229.182.18,Desktop,,,,,,,,0
07-01-2022,3819.34,Aaina Malhotra,Goel-Chandra,Online,9433.0,Naihati,EUR,Visa,01-12-2026,1,162.100.174.101,Mobile,,,,,,,,0
08-01-2021,2183.18,Aaryahi Suresh,Chhabra-Kumer,Online,5626.0,Hospet,EUR,American Express,01-12-2029,,51.87.32.194,Tablet,,,,,,,,0
31-05-2021,2590.05,Anika Sandhu,"Bhatia, Dyal and Ramaswamy",Online,3292.0,Tadipatri,USD,American Express,01-03-2033,1,151.206.123.81,Mobile,,,,,,,,0
29-05-2023,3937.36,Tanya Andra,Bedi and Sons,In-Person,7287.0,Farrukhabad,EUR,MasterCard,01-08-2030,2,134.112.238.112,Mobile,,,,,,,,0
02-04-2021,973.82,Veer Kapur,"Batra, Agate and Raval",Online,4402.0,Shivpuri,USD,Visa,01-07-2027,2,191.218.240.204,Tablet,,,,,,,,0
16-10-2021,4707.84,Kiaan Taneja,Rana Inc,Online,5233.0,Sambalpur,INR,Visa,01-10-2025,2,208.225.117.15,Tablet,,,,,,,,0
12-06-2022,2863.92,Nishith Wable,Dora-Garg,In-Person,1694.0,Meerut,USD,MasterCard,01-10-2027,,1.76.73.99,Mobile,,,,,,,,0
22-01-2020,2858.68,Indrans Lata,Dixit-Bala,In-Person,7379.0,Ulhasnagar,USD,American Express,01-06-2029,1,206.118.218.58,Mobile,,,,,,,,0
06-06-2020,2882.25,Vidur Anand,Vyas-Balakrishnan,In-Person,3445.0,Kottayam,USD,American Express,01-12-2023,3 or more,206.66.75.41,Tablet,,,,,,,,0
31-05-2022,3310.11,Rasha Suresh,"Ram, Rajan and Badami",In-Person,6230.0,Danapur,INR,American Express,01-05-2031,3 or more,203.30.249.78,Mobile,,,,,,,,0
01-10-2023,478.63,Dishani Srinivas,"Char, Chokshi and Manda",In-Person,4149.0,Coimbatore,USD,MasterCard,01-08-2030,,204.146.15.14,Desktop,,,,,,,,0
21-11-2022,1515.73,Alia Chakrabarti,"Bose, Madan and Dutt",Online,1235.0,Indore,INR,American Express,01-03-2030,3 or more,206.138.250.248,Mobile,,,,,,,,0
28-09-2020,3256.94,Riya Ratta,Upadhyay-Koshy,Online,1509.0,Ahmednagar,INR,Visa,01-07-2026,2,81.229.89.220,Desktop,,,,,,,,0
09-10-2022,4240.13,Nitara Shenoy,Dora-Kadakia,Online,4619.0,Guntakal,USD,American Express,01-07-2032,,212.240.28.131,Mobile,,,,,,,,0
26-03-2023,1488.82,Hansh Zachariah,"Keer, Kade and Chatterjee",In-Person,5172.0,Hapur,INR,MasterCard,01-06-2031,2,148.34.54.208,Mobile,,,,,,,,0
15-09-2020,2092.77,Mohanlal Batra,Bhatti Inc,In-Person,2597.0,Raiganj,USD,MasterCard,01-12-2023,1,17.223.203.155,Tablet,,,,,,,,0
11-09-2022,59.34,Vedika Ramakrishnan,Kakar Inc,In-Person,7700.0,Khora ,USD,MasterCard,01-05-2029,1,52.186.106.29,Desktop,,,,,,,,0
14-07-2020,3254.37,Faiyaz Dani,Kulkarni-Dhar,Online,3689.0,Mehsana,INR,MasterCard,01-05-2026,,155.207.149.4,Tablet,,,,,,,,0
26-12-2021,1406.72,Samarth Devi,"Behl, De and Borra",Online,9935.0,Raiganj,INR,Visa,01-01-2032,3 or more,223.203.26.255,Tablet,,,,,,,,0
14-02-2023,1019.64,Emir Chakraborty,"Sridhar, Dar and Hayer",Online,2316.0,Motihari,EUR,Visa,01-10-2026,2,183.113.222.159,Mobile,,,,,,,,0
16-10-2022,254.97,Bhamini Suri,Issac PLC,Online,7408.0,Begusarai,INR,American Express,01-09-2024,2,14.169.221.100,Tablet,,,,,,,,0
22-05-2020,4422.32,Raunak Halder,Varma and Sons,In-Person,5270.0,Tinsukia,INR,Visa,01-03-2025,2,203.194.151.64,Tablet,,,,,,,,0
19-03-2020,838.78,Jhanvi Madan,"Luthra, Samra and Dada",Online,9486.0,Shahjahanpur,EUR,MasterCard,01-10-2025,2,199.3.201.125,Tablet,,,,,,,,0
05-03-2023,401.89,Anvi Srinivasan,Gola-Sandal,In-Person,5168.0,Barasat,INR,Visa,01-06-2029,1,96.194.4.98,Desktop,,,,,,,,0
07-08-2020,2712.76,Priyansh Shukla,Bhatt Inc,In-Person,3177.0,Ongole,USD,MasterCard,01-01-2028,3 or more,197.188.184.56,Tablet,,,,,,,,0
02-01-2022,814.92,Tarini Kaur,Shetty Group,Online,8183.0,Delhi,USD,American Express,01-02-2025,2,169.165.230.211,Mobile,,,,,,,,0
23-12-2021,1467.95,Renee Shan,Bajaj-Warrior,In-Person,5596.0,Tadepalligudem,USD,Visa,01-07-2033,3 or more,186.152.111.244,Mobile,,,,,,,,0
25-11-2022,295.09,Rania Dass,"Kothari, Chhabra and Saini",In-Person,8678.0,Chinsurah,EUR,American Express,01-12-2027,2,165.85.78.199,Mobile,,,,,,,,0
02-10-2022,557.95,Jayan Lalla,Dhar-Balan,Online,1066.0,Jammu,USD,MasterCard,01-01-2028,3 or more,206.200.234.129,Tablet,,,,,,,,0
13-04-2023,2726.71,Misha Salvi,Toor Group,In-Person,8283.0,Tinsukia,INR,American Express,01-01-2032,,179.140.84.8,Tablet,,,,,,,,0
30-01-2023,4438.41,Emir Dara,Bhattacharyya-Baria,In-Person,1314.0,Avadi,USD,MasterCard,01-07-2025,,140.176.64.27,Desktop,,,,,,,,0
26-09-2023,965.34,Adah Loke,Tank-Arya,Online,1287.0,Pudukkottai,USD,Visa,01-09-2024,1,199.17.75.177,Tablet,,,,,,,,0
09-07-2021,4363.85,Sahil Khanna,Chacko-Subramaniam,Online,2410.0,Ahmedabad,EUR,MasterCard,01-04-2024,2,150.130.107.184,Desktop,,,,,,,,0
26-01-2022,157.38,Mishti Bhatti,"Raval, Boase and Loke",Online,5407.0,Malegaon,EUR,American Express,01-04-2030,1,220.64.132.33,Tablet,,,,,,,,0
22-10-2020,2627.17,Kashvi Setty,Soman Ltd,Online,9839.0,Raiganj,EUR,Visa,01-05-2028,,36.180.7.53,Desktop,,,,,,,,0
30-08-2023,2868.75,Hansh Barman,Thakkar-Borra,Online,4552.0,Mirzapur,INR,American Express,01-11-2025,,86.191.90.184,Mobile,,,,,,,,0
28-04-2021,4376.97,Samiha Cherian,Chauhan-Srinivas,In-Person,5923.0,Yamunanagar,INR,MasterCard,01-10-2023,2,156.222.152.99,Mobile,,,,,,,,0
16-06-2023,4305.47,Ishaan Soni,Vala Ltd,Online,8165.0,Hindupur,INR,Visa,01-10-2032,2,185.15.81.106,Desktop,,,,,,,,0
07-05-2022,3343.48,Ahana  Verma,Dua-Manda,In-Person,4712.0,Kozhikode,EUR,Visa,01-08-2032,3 or more,114.128.239.12,Desktop,,,,,,,,0
20-09-2022,1017.49,Dishani Hayre,Chowdhury Ltd,Online,5615.0,Anantapur,USD,Visa,01-04-2031,,48.67.237.151,Desktop,,,,,,,,0
04-12-2021,2837.62,Himmat Tiwari,Dyal-Ganguly,Online,4001.0,Sagar,INR,American Express,01-09-2026,3 or more,198.186.116.67,Desktop,,,,,,,,0
05-10-2022,374.24,Pranay Dara,Jhaveri LLC,Online,8926.0,Bhilwara,USD,American Express,01-08-2032,2,215.69.164.107,Tablet,,,,,,,,0
06-04-2020,2353.78,Divit Badami,Rama LLC,In-Person,7305.0,Kolhapur,USD,Visa,01-09-2024,,199.96.194.35,Desktop,,,,,,,,0
19-03-2020,4162.34,Ivana Gupta,Gera-Jani,In-Person,6471.0,Panchkula,INR,Visa,01-11-2031,3 or more,219.67.226.215,Desktop,,,,,,,,0
27-09-2022,4203.72,Charvi Hora,Jaggi Ltd,Online,5507.0,Anand,INR,MasterCard,01-07-2030,,22.6.91.45,Mobile,,,,,,,,0
29-06-2021,6.8,Suhana Andra,Sankar-Chahal,Online,5431.0,Katihar,USD,MasterCard,01-01-2028,3 or more,9.82.35.119,Tablet,,,,,,,,0
24-09-2021,2288.64,Alia Mall,"Deep, Varma and Wadhwa",In-Person,6060.0,Bhatpara,USD,Visa,01-02-2026,2,86.17.1.36,Desktop,,,,,,,,0
16-07-2021,847.71,Mahika Bail,Thakur Group,Online,3824.0,Bhusawal,USD,MasterCard,01-01-2027,2,18.116.253.152,Desktop,,,,,,,,0
29-10-2022,3243.94,Jayesh Dara,"Subramanian, Devan and Gill",Online,5580.0,Bardhaman,INR,MasterCard,01-11-2032,,192.50.59.240,Tablet,,,,,,,,0
28-03-2022,3588.0,Krish Bal,Borah Group,Online,3534.0,Chennai,USD,MasterCard,01-01-2026,2,203.223.248.51,Mobile,,,,,,,,0
19-03-2020,3860.19,Dhanuk Joshi,"Saini, Dani and Shenoy",In-Person,1722.0,Bihar Sharif,INR,Visa,01-05-2031,3 or more,172.145.132.128,Mobile,,,,,,,,0
14-12-2022,4221.39,Diya Aurora,Mahajan-Konda,Online,7324.0,Shimla,INR,Visa,01-07-2026,1,172.188.44.218,Mobile,,,,,,,,0
16-02-2023,975.17,Renee Choudhary,Aurora LLC,In-Person,2596.0,Varanasi,EUR,American Express,01-01-2031,,87.244.88.42,Desktop,,,,,,,,0
05-04-2022,1530.82,Yakshit Mangat,Kaul-Dara,Online,5640.0,Ludhiana,EUR,American Express,01-07-2028,1,221.192.114.97,Tablet,,,,,,,,0
10-03-2021,4511.5,Devansh Seshadri,Babu LLC,In-Person,6007.0,Shimla,USD,MasterCard,01-06-2027,3 or more,211.114.164.229,Desktop,,,,,,,,0
19-07-2021,2424.09,Tushar Sandhu,Kant-Karan,Online,1703.0,Medininagar,EUR,MasterCard,01-06-2027,3 or more,115.55.169.74,Desktop,,,,,,,,0
17-04-2023,482.94,Samar Khare,"Mand, Ghose and Kuruvilla",Online,1697.0,Tiruchirappalli,INR,MasterCard,01-06-2025,2,186.2.180.81,Tablet,,,,,,,,0
13-08-2022,3782.77,Gokul Salvi,Dutta and Sons,Online,6581.0,Nagercoil,USD,MasterCard,01-08-2027,1,103.215.89.243,Tablet,,,,,,,,0
13-06-2023,2695.54,Mamooty Acharya,Kanda-Roy,Online,6250.0,Bellary,INR,Visa,01-04-2027,,115.120.148.241,Tablet,,,,,,,,0
13-12-2022,400.29,Kimaya Ganesan,Chaudhuri Group,Online,1709.0,Tirupati,INR,Visa,01-08-2033,3 or more,120.7.193.42,Mobile,,,,,,,,0
16-09-2020,1565.93,Kiara Kakar,Vala-Hayre,Online,6806.0,Gangtok,INR,American Express,01-09-2032,2,185.123.200.32,Mobile,,,,,,,,0
07-02-2022,1623.33,Aniruddh Mall,"Koshy, Lanka and Lad",Online,8746.0,Dehri,EUR,MasterCard,01-02-2030,,218.207.39.190,Mobile,,,,,,,,0
24-08-2023,4490.06,Myra Kurian,Sama Inc,In-Person,8821.0,Delhi,EUR,American Express,01-10-2025,,115.155.239.239,Desktop,,,,,,,,0
13-01-2023,2877.69,Jivin Bava,Andra Group,In-Person,3984.0,Panihati,USD,American Express,01-10-2032,,198.157.23.212,Desktop,,,,,,,,0
13-07-2023,1788.97,Emir Hegde,Sura-Rau,Online,6250.0,Farrukhabad,INR,MasterCard,01-06-2029,,82.68.169.31,Tablet,,,,,,,,0
28-12-2020,2922.58,Sumer Biswas,Kuruvilla-Guha,Online,9270.0,Bhatpara,EUR,Visa,01-11-2027,2,23.31.79.140,Desktop,,,,,,,,0
22-12-2022,3447.0,Krish Varughese,"Golla, Varghese and Ben",Online,4009.0,Mahbubnagar,EUR,American Express,01-11-2029,2,153.100.32.8,Desktop,,,,,,,,0
15-04-2020,161.23,Suhana Basu,"Konda, Ramakrishnan and Gole",In-Person,7985.0,Guntur,INR,MasterCard,01-08-2031,,149.98.144.236,Desktop,,,,,,,,0
01-05-2023,1300.33,Dishani Borra,Bawa Group,Online,2229.0,Khora ,INR,American Express,01-09-2027,,42.164.83.91,Mobile,,,,,,,,0
26-09-2022,4917.96,Sara Upadhyay,Sama-Ray,Online,8601.0,Hospet,INR,MasterCard,01-02-2028,1,135.53.70.11,Tablet,,,,,,,,0
06-06-2020,3391.51,Aaina Dar,Chaudhari-Grewal,Online,8557.0,Kishanganj,EUR,Visa,01-01-2029,,172.233.159.248,Mobile,,,,,,,,0
06-07-2021,1151.03,Rasha Bumb,Banik-Sarma,Online,6764.0,Asansol,INR,American Express,01-06-2032,,185.108.100.18,Mobile,,,,,,,,0
29-04-2022,209.45,Neelofar Sha,Uppal PLC,In-Person,4882.0,Malegaon,USD,MasterCard,01-10-2032,1,204.218.190.208,Desktop,,,,,,,,0
03-10-2023,334.52,Ryan Upadhyay,Brahmbhatt LLC,Online,6328.0,Jaipur,EUR,American Express,01-03-2032,2,206.250.46.245,Tablet,,,,,,,,0
